track_name,track_artist,valence,energy,track_album_name,track_href,track_album_release_date,track_popularity
Bling-Bang-Bang-Born,Creepy Nuts,0.746,0.822,Bling-Bang-Bang-Born,https://api.spotify.com/v1/tracks/0kdqcbwei4MDWFEX5f33yG,2024-01-07,80
カーテンコール,Yuuri,0.735,0.905,カーテンコール,https://api.spotify.com/v1/tracks/1nysdCpKAh6yif4JkmoiNy,2024-07-19,73
晴る,ヨルシカ,0.726,0.571,晴る,https://api.spotify.com/v1/tracks/5eY7692tmgHB9dbmq6wa2M,2024-01-05,70
Nobody - from Kaiju No. 8,OneRepublic,0.944,0.811,Nobody (from Kaiju No. 8),https://api.spotify.com/v1/tracks/47N81NMkB488fuOwOC3Oip,2024-04-12,69
Abyss - from Kaiju No. 8,YUNGBLUD,0.172,0.808,Abyss (from Kaiju No. 8),https://api.spotify.com/v1/tracks/2kLWSmKHhfUBepkIA9oNe5,2024-01-19,68
絆ノ奇跡,"MAN WITH A MISSION, milet",0.428,0.951,絆ノ奇跡,https://api.spotify.com/v1/tracks/2VBLFxCUyFp5BfmsZpxcis,2023-04-10,68
タイムパラドックス,Vaundy,0.757,0.514,タイムパラドックス,https://api.spotify.com/v1/tracks/3jNwPOqdPvQIr5dRT0hzgY,2024-01-07,68
Master Of Puppets,Metallica,0.56,0.836,Master Of Puppets (Remastered),https://api.spotify.com/v1/tracks/2MuWTIM3b0YEAskbeeFE1i,1986-03-03,75
The Trooper - 2015 Remaster,Iron Maiden,0.669,0.908,Piece of Mind (2015 Remaster),https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF,1983,71
Walk,Pantera,0.703,0.704,Vulgar Display of Power,https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR,1992-02-21,73
Chop Suey!,System Of A Down,0.287,0.934,Toxicity,https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN,2001-09-04,83
Blind,Korn,0.226,0.891,Korn,https://api.spotify.com/v1/tracks/1pr9TZGOXeJUggIal1Wq3R,1994-10-11,68
One,Metallica,0.413,0.695,...And Justice For All,https://api.spotify.com/v1/tracks/5IX4TbIR5mMHGE4wiWwKW0,1988-08-25,72
Mother,Danzig,0.342,0.763,Danzig,https://api.spotify.com/v1/tracks/7txxAtOMwLLnQTpKeBL6bp,1988-01-01,69
Cowboys from Hell,Pantera,0.437,0.908,Cowboys from Hell,https://api.spotify.com/v1/tracks/2SgbR6ttzoNlCRGQOKjrop,1990-07-20,71
Duality,Slipknot,0.194,0.982,Vol. 3: The Subliminal Verses,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,2004,80
Enter Sandman,Metallica,0.604,0.828,Metallica,https://api.spotify.com/v1/tracks/5sICkBXVmaCQk5aISGR3x1,1991-08-12,79
Hail to the King,Avenged Sevenfold,0.683,0.916,Hail to the King,https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo,2013-08-23,75
Freak On a Leash,Korn,0.525,0.898,Follow The Leader,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,1998-08-18,77
Dragula,Rob Zombie,0.586,0.963,Hellbilly Deluxe,https://api.spotify.com/v1/tracks/6Nm8h73ycDG2saCnZV8poF,1998-01-01,77
Nightmare,Avenged Sevenfold,0.233,0.949,Nightmare,https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8,2010-07-23,70
My Own Summer (Shove It),Deftones,0.372,0.781,Around the Fur,https://api.spotify.com/v1/tracks/1158ckiB5S4cpsdYHDB9IF,1997-10-27,77
Schism,TOOL,0.191,0.714,Lateralus,https://api.spotify.com/v1/tracks/55mJleti2WfWEFNFcBduhc,2001-05-15,68
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",0.684,0.821,The Chronic,https://api.spotify.com/v1/tracks/5Tbpp3OLLClPJF8t1DmrFD,1992-12-15,76
Could You Be Loved,Bob Marley & The Wailers,0.761,0.72,Uprising,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,1980-06-10,79
Welcome To Jamrock,Damian Marley,0.753,0.661,Welcome to Jamrock,https://api.spotify.com/v1/tracks/22AbXxQbMdVqEz7xJjhccG,2005-01-01,68
Murder She Wrote,Chaka Demus & Pliers,0.946,0.733,Tease Me,https://api.spotify.com/v1/tracks/1HGyhNaRUFEDBiVLbvtbL6,1993-01-01,68
Buffalo Soldier,Bob Marley & The Wailers,0.755,0.463,Confrontation,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,1983-05-23,70
Still D.R.E.,"Dr. Dre, Snoop Dogg",0.527,0.775,2001,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,1999-11-16,81
Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.67,0.697,Life After Death (2014 Remastered Edition),https://api.spotify.com/v1/tracks/7KwZNVEaqikRSBSpyhXK2j,1997-03-04,78
Doo Wop (That Thing),Ms. Lauryn Hill,0.495,0.505,The Miseducation of Lauryn Hill,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,1998-08-25,74
Do For Love,2Pac,0.717,0.63,R U Still Down? [Remember Me],https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq,1997-01-01,74
"Shook Ones, Pt. II",Mobb Deep,0.504,0.786,The Infamous,https://api.spotify.com/v1/tracks/33ZXjLCpiINn8eQIDYEPTD,1995-04-25,74
I Got 5 On It,"Luniz, Michael Marshall",0.579,0.706,Operation Stackola,https://api.spotify.com/v1/tracks/4IYKjN1DrYzxKXt0umJqsG,1995-07-04,73
Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",0.867,0.62,Capital Punishment,https://api.spotify.com/v1/tracks/3GKL13lkM5nRc4zC1lIOrR,1998-04-28,72
Juicy - 2005 Remaster,The Notorious B.I.G.,0.782,0.818,Ready to Die (The Remaster),https://api.spotify.com/v1/tracks/5ByAIlEEnxYdvpnezg7HTX,1994-09-13,73
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,0.565,0.514,Enter The Wu-Tang (36 Chambers) [Expanded Edition],https://api.spotify.com/v1/tracks/119c93MHjrDLJTApCVGpvx,1993-11-09,72
Insane in the Brain,Cypress Hill,0.769,0.611,Black Sunday,https://api.spotify.com/v1/tracks/1oTHteQbmJw15rPxPVXUTv,1993-07-20,70
ATLiens,Outkast,0.608,0.734,ATLiens,https://api.spotify.com/v1/tracks/2vfvGlqCB7oertO5VLE0sz,1996-08-27,70
N.Y. State of Mind,Nas,0.887,0.91,Illmatic,https://api.spotify.com/v1/tracks/0trHOzAhNpGCsGBEu7dOJo,1994-04-19,70
Check Yo Self - Remix,"Ice Cube, Das EFX",0.768,0.735,Bootlegs And B-Sides,https://api.spotify.com/v1/tracks/3NGT0Td7H4Is1qrlDQJxma,1994-11-22,69
Dear Mama,2Pac,0.322,0.54,Me Against The World,https://api.spotify.com/v1/tracks/6tDxrq4FxEL2q15y37tXT9,1995-03-14,68
Survival of the Fittest,Mobb Deep,0.241,0.703,The Infamous,https://api.spotify.com/v1/tracks/7N1Vjtzr1lmmCW9iasQ8YO,1995-04-25,68
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",0.904,0.884,Life After Death (2014 Remastered Edition),https://api.spotify.com/v1/tracks/4INDiWSKvqSKDEu7mh8HFz,1997-03-04,72
Can I Kick It?,A Tribe Called Quest,0.744,0.666,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,1990-04-17,68
Keep Ya Head Up,2Pac,0.595,0.732,Strictly 4 My N.I.G.G.A.Z...,https://api.spotify.com/v1/tracks/0XRbYXQUymj9SJkrr8YK5B,1993-02-16,68
Everybody Wants To Rule The World,Tears For Fears,0.535,0.795,Songs From The Big Chair (Super Deluxe Edition),https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,1985-02-25,85
Don't Stop Believin',Journey,0.472,0.802,The Essential Journey,https://api.spotify.com/v1/tracks/77NNZQSqzLNqh2A9JhLRkg,2001-10-16,72
Dancing In the Dark,Bruce Springsteen,0.495,0.942,Born In The U.S.A.,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,1984-06-04,82
You Give Love A Bad Name,Bon Jovi,0.812,0.959,Slippery When Wet,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,1986-08-16,81
Summer Of '69,Bryan Adams,0.774,0.834,Reckless (30th Anniversary / Deluxe Edition),https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,1984-11-05,80
Under Pressure - Remastered 2011,"Queen, David Bowie",0.462,0.712,Hot Space (2011 Remaster),https://api.spotify.com/v1/tracks/2fuCquhmrzHpu5xcA1ci9x,1982-05-03,79
Start Me Up - Remastered 2009,The Rolling Stones,0.971,0.932,Tattoo You (2009 Re-Mastered),https://api.spotify.com/v1/tracks/7HKez549fwJQDzx3zLjHKC,1981-08-24,76
Jump - 2015 Remaster,Van Halen,0.795,0.835,1984 (Remastered),https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,1984-01-04,75
The Final Countdown,Europe,0.188,0.843,The Final Countdown (Expanded Edition),https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,1986,74
Hells Bells,AC/DC,0.303,0.873,Back In Black,https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z,1980-07-25,73
Every Little Thing She Does Is Magic,The Police,0.429,0.768,Ghost In The Machine (Remastered 2003),https://api.spotify.com/v1/tracks/44aTAUBF0g6sMkMNE8I5kd,1981-10-02,73
I Won't Back Down,Tom Petty,0.965,0.478,Full Moon Fever,https://api.spotify.com/v1/tracks/7gSQv1OHpkIoAdUiRLdmI6,1989-01-01,73
Wanted Dead Or Alive,Bon Jovi,0.258,0.803,Slippery When Wet,https://api.spotify.com/v1/tracks/0oerlffJSzhRVvtDfLcp3N,1986-08-16,72
Run To You,Bryan Adams,0.635,0.811,Reckless (30th Anniversary / Deluxe Edition),https://api.spotify.com/v1/tracks/2RWFncSWZEhSRRifqiDNVV,1984-11-05,71
Rock the Casbah - Remastered,The Clash,0.866,0.872,Combat Rock (Remastered),https://api.spotify.com/v1/tracks/56KqaFSGTb7ifpt16t5Y1N,1982,71
Hungry Like the Wolf - 2009 Remaster,Duran Duran,0.685,0.812,Rio (Collector's Edition),https://api.spotify.com/v1/tracks/39lSeqnyjZJejRuaREfyLL,1982-05-10,71
How Soon Is Now? - 2011 Remaster,The Smiths,0.725,0.93,Hatful of Hollow,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,1984,71
Shout,Tears For Fears,0.498,0.942,Songs From The Big Chair,https://api.spotify.com/v1/tracks/2gQaQUhDCNGfBVXTvxAmXQ,1985-02-25,71
Separate Ways (Worlds Apart) [2023 Remaster],Journey,0.37,0.96,Frontiers (2023 Remaster),https://api.spotify.com/v1/tracks/1pTw2cNrp9L3esxLAvWnN2,1983-02-01,70
Glory Days,Bruce Springsteen,0.978,0.96,Born In The U.S.A.,https://api.spotify.com/v1/tracks/2Y90nL1ohB4sgYELDs7uNx,1984-06-04,70
Edge of Seventeen - 2016 Remaster,Stevie Nicks,0.658,0.804,Bella Donna (2016 Remastered),https://api.spotify.com/v1/tracks/7L3b6iaVhDVjfo52Hbvh9Z,1981-07-27,69
Beds Are Burning - Remastered,Midnight Oil,0.295,0.427,Diesel And Dust,https://api.spotify.com/v1/tracks/1CtAzw53AIXKjAemxy4b1j,1987-10-02,69
Don't Stand So Close To Me,The Police,0.518,0.506,Zenyatta Mondatta (Remastered 2003),https://api.spotify.com/v1/tracks/5veJDT0MLsLbhYsx42GXUD,1980-10-03,69
Hurts So Good,John Mellencamp,0.971,0.737,American Fool,https://api.spotify.com/v1/tracks/67eX1ovaHyVPUinMHeUtIM,1982,69
Hysteria,Def Leppard,0.659,0.846,Hysteria,https://api.spotify.com/v1/tracks/2PFIZFcGry0po3ZfRZkzKc,1987-08-03,69
Call Me,Blondie,0.773,0.833,Call Me,https://api.spotify.com/v1/tracks/7HKxTNVlkHsfMLhigmhC0I,2004-01-01,69
Fight For Your Right,Beastie Boys,0.419,0.858,Licensed To Ill,https://api.spotify.com/v1/tracks/5NLuC70kZQv8q34QyQa1DP,1986-11-15,68
Every Rose Has Its Thorn - 2003 Remaster,Poison,0.294,0.632,Open Up And Say...Ahh! (20th Anniversary Edition),https://api.spotify.com/v1/tracks/43GS3mtezoIFiuIZCLLiDY,1988-03-21,68
SPIDER,"GIMS, DYSTINCT",0.707,0.691,SPIDER,https://api.spotify.com/v1/tracks/2fFTn0f94EopgZyfSGQuyK,2024-05-10,74
Bolide Noir,"Central Cee, JRK 19",0.72,0.78,Bolide Noir,https://api.spotify.com/v1/tracks/14DLZ9FaTofhnXBiV38axE,2024-08-22,70
MAMI WATA,"Gazo, Tiakola",0.572,0.693,LA MELO EST GANGX,https://api.spotify.com/v1/tracks/6yqwxY8qifBBhyryjZutxk,2023-12-01,68
Rockstar,LISA,0.568,0.628,Rockstar,https://api.spotify.com/v1/tracks/6vvPecFTmWxDfEJ6cYT1wa,2024-06-27,83
Supernova,aespa,0.363,0.747,Armageddon - The 1st Album,https://api.spotify.com/v1/tracks/2VdSktBqFfkW7y6q5Ik4Z4,2024-05-27,72
Armageddon,aespa,0.465,0.786,Armageddon - The 1st Album,https://api.spotify.com/v1/tracks/5eWcGfUCrVFMoYskyfkEPE,2024-05-27,74
Small girl (feat. D.O.),"Lee Young Ji, D.O.",0.875,0.597,16 Fantasy,https://api.spotify.com/v1/tracks/1AtFSBJibfaqfiOByQCwZ5,2024-06-21,72
SPOT!,"ZICO, JENNIE",0.906,0.782,SPOT!,https://api.spotify.com/v1/tracks/1SS0WlKhJewviwEDZ6dWj0,2024-04-26,78
How Sweet,NewJeans,0.757,0.895,How Sweet,https://api.spotify.com/v1/tracks/38tXZcL1gZRfbqfOG0VMTH,2024-05-24,78
SHEESH,BABYMONSTER,0.461,0.728,BABYMONS7ER,https://api.spotify.com/v1/tracks/1njlnn8ZKHI77Pe9szIONR,2024-04-01,78
LIKE THAT,BABYMONSTER,0.76,0.5,BABYMONS7ER,https://api.spotify.com/v1/tracks/7GDgpad2BQVuDUzaxHFakc,2024-04-01,75
Smoothie,NCT DREAM,0.383,0.774,DREAM( )SCAPE,https://api.spotify.com/v1/tracks/5qrFeNSIrwIc0B6Elp16Dl,2024-03-25,69
Drama,aespa,0.378,0.872,Drama - The 4th Mini Album,https://api.spotify.com/v1/tracks/5XWlyfo0kZ8LF7VSyfS4Ew,2023-11-10,78
Running Wild,Jin,0.317,0.711,Happy - :') (Remixes),https://api.spotify.com/v1/tracks/50zAEIE4B1QqhPjRMK2Xmh,2024-11-19,71
Sailor Song,Gigi Perez,0.273,0.413,Sailor Song,https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j,2024-07-26,93
Taste,Sabrina Carpenter,0.721,0.907,Short n' Sweet,https://api.spotify.com/v1/tracks/5G2f63n7IPVPPjfNIGih7Q,2024-08-23,93
Espresso,Sabrina Carpenter,0.708,0.776,Short n' Sweet,https://api.spotify.com/v1/tracks/2HRqTpkrJO5ggZyyK6NPWz,2024-08-23,88
All I Want for Christmas Is You,Mariah Carey,0.35,0.627,Merry Christmas,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,1994-10-28,87
Last Christmas - Single Version,Wham!,0.935,0.598,The Singles: Echoes from the Edge of Heaven,https://api.spotify.com/v1/tracks/06qMRF18gwbOYYbnP2du6i,2023-07-07,72
Beautiful Things,Benson Boone,0.219,0.471,Fireworks & Rollerblades,https://api.spotify.com/v1/tracks/3xkHsmpQCBMytMJNiDf3Ii,2024-04-05,89
The Emptiness Machine,Linkin Park,0.806,0.872,From Zero,https://api.spotify.com/v1/tracks/1EDPVGbyPKJPeGqATwXZvN,2024-11-15,79
Please Please Please,Sabrina Carpenter,0.621,0.586,Short n' Sweet,https://api.spotify.com/v1/tracks/2tHwzyyOLoWSFqYNjeVMzj,2024-08-23,87
The Night We Met,Lord Huron,0.0998,0.369,Strange Trails,https://api.spotify.com/v1/tracks/3hRV0jL3vUpRrcy398teAU,2015-04-06,88
Sweater Weather,The Neighbourhood,0.398,0.807,I Love You.,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,2013-04-22,90
I Wanna Be Yours,Arctic Monkeys,0.479,0.417,AM,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,2013-09-09,90
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",0.62,0.559,Flower Boy,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,2017-07-21,90
Yellow,Coldplay,0.285,0.661,Parachutes,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,2000-07-10,89
That's What I Like,Bruno Mars,0.86,0.56,24K Magic,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,2016-11-17,88
Locked out of Heaven,Bruno Mars,0.867,0.698,Unorthodox Jukebox,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,2012-12-07,89
Bed Chem,Sabrina Carpenter,0.676,0.727,Short n' Sweet,https://api.spotify.com/v1/tracks/1UHS8Rf6h5Ar3CDWRd3wjF,2024-08-23,90
Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",0.191,0.555,CHROMAKOPIA,https://api.spotify.com/v1/tracks/6jbYpRPTEFl1HFKHk1IC0m,2024-10-28,87
Night Changes,One Direction,0.37,0.52,FOUR (Deluxe),https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,2014-11-17,89
Rockin' Around The Christmas Tree,Brenda Lee,0.879,0.47,Merry Christmas From Brenda Lee,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,1964-10-19,83
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",0.19,0.64,The Idol Episode 4 (Music from the HBO Original Series),https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,2023-06-23,89
Just the Way You Are,Bruno Mars,0.424,0.841,Doo-Wops & Hooligans,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,2010-05-11,85
A Bar Song (Tipsy),Shaboozey,0.599,0.706,"Where I've Been, Isn't Where I'm Going",https://api.spotify.com/v1/tracks/5fZJQrFKWQLb7FpJXZ1g7K,2024-05-31,84
NIGHTS LIKE THIS,The Kid LAROI,0.12,0.757,THE FIRST TIME,https://api.spotify.com/v1/tracks/1XBYiRV30ykHw5f4wm6qEn,2023-11-10,88
Iris,The Goo Goo Dolls,0.497,0.715,Dizzy up the Girl,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,1998,87
In the End,Linkin Park,0.4,0.864,Hybrid Theory (Bonus Edition),https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,2000,88
Too Sweet,Hozier,0.96,0.643,Unreal Unearth: Unaired,https://api.spotify.com/v1/tracks/19XpFsce28aByvCC4g89tJ,2024-08-19,84
Juno,Sabrina Carpenter,0.64,0.725,Short n' Sweet,https://api.spotify.com/v1/tracks/21B4gaTWnTkuSh77iWEXdS,2024-08-23,87
Riptide,Vance Joy,0.484,0.731,Dream Your Life Away (Deluxe Edition),https://api.spotify.com/v1/tracks/2uXlHCUbq9OMUwx3hrk06o,2014-08-05,85
Heavy Is the Crown,Linkin Park,0.488,0.928,From Zero,https://api.spotify.com/v1/tracks/2HBBM75Xv3o2Mqdyh1NcM0,2024-11-15,78
Santa Tell Me,Ariana Grande,0.592,0.621,Santa Tell Me,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,2014-11-24,82
Jingle Bell Rock,Bobby Helms,0.806,0.424,Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol),https://api.spotify.com/v1/tracks/7vQbuQcyTflfCIOu3Uzzya,1957-12-02,80
we can't be friends (wait for your love),Ariana Grande,0.295,0.646,eternal sunshine,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,2024-03-08,86
LA INOCENTE,"Mora, Feid",0.464,0.789,MICRODOSIS,https://api.spotify.com/v1/tracks/5jt25aFjW2kNoBqaEVaz5W,2022-04-01,78
PERRO NEGRO,"Bad Bunny, Feid",0.345,0.778,nadie sabe lo que va a pasar mañana,https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh,2023-10-13,84
BUBALU,"Feid, Rema",0.759,0.786,BUBALU,https://api.spotify.com/v1/tracks/36FTXlmbiV2diZdZukzLDm,2023-09-22,68
HACIENDO QUE ME AMAS,Bad Bunny,0.412,0.411,EL ÚLTIMO TOUR DEL MUNDO,https://api.spotify.com/v1/tracks/26QApq0cuO9brJigr0C0W4,2020-11-27,71
Tan Bonita,Piso 21,0.844,0.804,El Amor En Los Tiempos Del Perreo,https://api.spotify.com/v1/tracks/6mm3K0yWp6uzfOMuipM9Zh,2021-03-18,68
Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",0.601,0.522,Tiroteo (Remix),https://api.spotify.com/v1/tracks/4OwhwvKESFtuu06dTgct7i,2021-04-01,78
Cómo Te Atreves,Morat,0.771,0.888,Sobre El Amor Y Sus Efectos Secundarios,https://api.spotify.com/v1/tracks/7M6CFruBrM5x7u0lTMtm6r,2016-06-17,72
Tacones Rojos,Sebastian Yatra,0.927,0.856,Tacones Rojos,https://api.spotify.com/v1/tracks/0Be7sopyKMv8Y8npsUkax2,2021-10-22,68
Fuera del mercado,Danny Ocean,0.266,0.673,@dannocean,https://api.spotify.com/v1/tracks/1UdzJEpgJxtuXAlCOvD4S0,2022-02-17,76
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",0.268,0.686,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,2022-05-06,80
Otro Atardecer,"Bad Bunny, The Marías",0.546,0.595,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/0E0DRHf5PfMeor0ZCwB3oT,2022-05-06,75
Yo No Soy Celoso,Bad Bunny,0.93,0.588,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/5kVZxyMY1gfdCLiChsfjn1,2022-05-06,70
Neverita,Bad Bunny,0.428,0.498,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,2022-05-06,75
Un Coco,Bad Bunny,0.744,0.69,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/6VrQTLzzuyGIYjUDe4kAZk,2022-05-06,76
Andrea,"Bad Bunny, Buscabulla",0.451,0.616,Un Verano Sin Ti,https://api.spotify.com/v1/tracks/44XjoNvtwevktFKjvVe1vH,2022-05-06,74
PROVENZA,KAROL G,0.53,0.516,PROVENZA,https://api.spotify.com/v1/tracks/7dSZ6zGTQx66c2GF91xCrb,2022-04-22,71
Inolvidable,"Ovy On The Drums, Beéle",0.74,0.543,Inolvidable,https://api.spotify.com/v1/tracks/0OTtnwUO8natNWSwdZvXVF,2020-01-15,70
DESPECHÁ,ROSALÍA,0.775,0.623,DESPECHÁ,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,2022-07-28,71
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",0.55,0.782,"Quevedo: Bzrp Music Sessions, Vol. 52",https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,2022-07-06,80
telepatía,Kali Uchis,0.553,0.524,Sin Miedo (del Amor y Otros Demonios) ∞,https://api.spotify.com/v1/tracks/6tDDoYIxWvMLTdKpjFkc1B,2020-12-04,81
AMOR DE CINE,HUMBE,0.295,0.586,AURORA,https://api.spotify.com/v1/tracks/0v9UztY5A12cJUsWD7PZzS,2021-11-11,71
Gato de Noche,"Ñengo Flow, Bad Bunny",0.607,0.662,Gato de Noche,https://api.spotify.com/v1/tracks/54ELExv56KCAB4UP9cOCzC,2022-12-22,68
un x100to,"Grupo Frontera, Bad Bunny",0.562,0.724,un x100to,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,2023-04-17,75
Si No Estás,iñigo quintero,0.524,0.421,Si No Estás,https://api.spotify.com/v1/tracks/2HafqoJbgXdtjwCOvNEF14,2022-09-23,80
CLASSY 101,"Feid, Young Miko",0.659,0.665,FERXXOCALIPSIS,https://api.spotify.com/v1/tracks/1hZsWUnLbqRw09jLAMQSsb,2023-12-01,79
Martin & Gina,Polo G,0.116,0.534,THE GOAT,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,2020-05-15,78
Chosen 1,Polo G,0.364,0.576,Die A Legend,https://api.spotify.com/v1/tracks/40QrLHWdsxyXLAdjJG4Rxs,2019-06-07,68
Lemonade (feat. NAV),"Internet Money, Gunna, Don Toliver, NAV",0.462,0.658,B4 The Storm,https://api.spotify.com/v1/tracks/1p0rEzrK7YtdRZVtiyV7RN,2020-08-28,77
Drip Too Hard (Lil Baby & Gunna),"Lil Baby, Gunna",0.39,0.662,Drip Harder,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,2018-10-05,79
Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",0.363,0.524,Project Baby 2: All Grown Up,https://api.spotify.com/v1/tracks/40oKW22ZNNkEdZLJTScaQI,2017-08-18,71
No Heart,"21 Savage, Metro Boomin",0.678,0.444,Savage Mode,https://api.spotify.com/v1/tracks/4gmmRb6bZJffOOiww1JGTO,2016-07-15,68
Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",0.261,0.639,Die A Legend,https://api.spotify.com/v1/tracks/6uFn47ACjqYkc0jADwEdj1,2019-06-07,74
Bank Account,21 Savage,0.376,0.347,Issa Album,https://api.spotify.com/v1/tracks/5eqK0tbzUPo2SoeZsov04s,2017-07-06,72
Low Down,Lil Baby,0.154,0.619,My Turn (Deluxe),https://api.spotify.com/v1/tracks/5m0yZ33oOy0yYBtdTXuxQe,2020-05-01,72
10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",0.0731,0.353,NOT ALL HEROES WEAR CAPES (Deluxe),https://api.spotify.com/v1/tracks/0AluA5RNsa4Cx6XRhf2hWZ,2018-11-06,73
Freestyle,Lil Baby,0.255,0.516,Too Hard,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,2017-12-01,77
Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",0.645,0.744,Top Shotta,https://api.spotify.com/v1/tracks/1Z0cZI0UzNbP9L8MzzGxqf,2020-08-07,71
F.N,Lil Tjay,0.321,0.515,True 2 Myself,https://api.spotify.com/v1/tracks/0RLLvYBopDwooCyvnTwgYu,2019-10-11,73
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",0.46,0.463,Quality Control: Control The Streets Volume 2,https://api.spotify.com/v1/tracks/5MPPttjfGap2C6j6eKcO6J,2019-08-16,72
back to the moon,Gunna,0.259,0.662,a Gift & a Curse,https://api.spotify.com/v1/tracks/3OGCNLxpBmTYRxPZg2yDE5,2023-06-16,69
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",0.564,0.701,Almost Healed,https://api.spotify.com/v1/tracks/1fXnu2HzxbDtoyvFPWG3Bw,2023-05-26,68
